Unknown	32203	-Reserved AS-
Unknown	32282	-Reserved AS-
Unknown	32306	-Reserved AS-
Unknown	32346	-Reserved AS-
Unknown	32358	-Reserved AS-
Unknown	32467	-Reserved AS-
Unknown	32497	-Reserved AS-
Unknown	32534	-Reserved AS-
Unknown	32581	-Reserved AS-
Unknown	32591	-Reserved AS-
Unknown	32596	-Reserved AS-
Unknown	32772	-Reserved AS-
Unknown	32826	-Reserved AS-
Unknown	33017	-Reserved AS-
Unknown	33023	-Reserved AS-
Unknown	33042	-Reserved AS-
Unknown	33051	-Reserved AS-
Unknown	33123	-Reserved AS-
Unknown	33137	-Reserved AS-
Unknown	33232	-Reserved AS-
Unknown	33245	-Reserved AS-
Unknown	33394	-Reserved AS-
Unknown	33413	-Reserved AS-
Unknown	33417	-Reserved AS-
Unknown	33484	-Reserved AS-
Unknown	33625	-Reserved AS-
Unknown	33628	-Reserved AS-
Unknown	33679	-Reserved AS-
Unknown	33684	-Reserved AS-
Unknown	33732	-Reserved AS-
Unknown	3577	-Reserved AS-
Unknown	35948	-Reserved AS-
Unknown	36002	-Reserved AS-
Unknown	36267	-Reserved AS-
Unknown	36283	-Reserved AS-
Unknown	36357	-Reserved AS-
Unknown	36465	-Reserved AS-
Unknown	36774	-Reserved AS-
Unknown	393266	-Reserved AS-
Unknown	393314	-Reserved AS-
Unknown	393320	-Reserved AS-
Unknown	393377	-Reserved AS-
Unknown	393446	-Reserved AS-
Unknown	393491	-Reserved AS-
Unknown	393583	-Reserved AS-
Unknown	393588	-Reserved AS-
Unknown	393612	-Reserved AS-
Unknown	394076	-Reserved AS-
Unknown	394156	-Reserved AS-
Unknown	394183	-Reserved AS-
Unknown	394293	-Reserved AS-
Unknown	394376	-Reserved AS-
Unknown	394402	-Reserved AS-
Unknown	394519	-Reserved AS-
Unknown	394607	-Reserved AS-
Unknown	394721	-Reserved AS-
Unknown	394879	-Reserved AS-
Unknown	394936	-Reserved AS-
Unknown	394939	-Reserved AS-
Unknown	395056	-Reserved AS-
Unknown	395270	-Reserved AS-
Unknown	395281	-Reserved AS-
Unknown	395350	-Reserved AS-
Unknown	395397	-Reserved AS-
Unknown	395438	-Reserved AS-
Unknown	395514	-Reserved AS-
Unknown	395898	-Reserved AS-
Unknown	396015	-Reserved AS-
Unknown	396330	-Reserved AS-
Unknown	396993	-Reserved AS-
Unknown	397096	-Reserved AS-
Unknown	397124	-Reserved AS-
Unknown	398083	-Reserved AS-
Unknown	398480	-Reserved AS-
Unknown	40039	-Reserved AS-
Unknown	40186	-Reserved AS-
Unknown	40255	-Reserved AS-
Unknown	40279	-Reserved AS-
Unknown	40600	-Reserved AS-
Unknown	40745	-Reserved AS-
Unknown	40751	-Reserved AS-
Unknown	40779	-Reserved AS-
Unknown	40909	-Reserved AS-
Unknown	40920	-Reserved AS-
Unknown	46086	-Reserved AS-
Unknown	46123	-Reserved AS-
Unknown	46161	-Reserved AS-
Unknown	46226	-Reserved AS-
Unknown	46228	-Reserved AS-
Unknown	46233	-Reserved AS-
Unknown	46355	-Reserved AS-
Unknown	46423	-Reserved AS-
Unknown	46472	-Reserved AS-
Unknown	46501	-Reserved AS-
Unknown	46614	-Reserved AS-
Unknown	46766	-Reserved AS-
Unknown	46783	-Reserved AS-
Unknown	46815	-Reserved AS-
Unknown	46876	-Reserved AS-
Unknown	46916	-Reserved AS-
Unknown	47044	-Reserved AS-
Unknown	47069	-Reserved AS-
Unknown	47086	-Reserved AS-
Unknown	4871	-Reserved AS-
Unknown	4879	-Reserved AS-
Unknown	53298	-Reserved AS-
Unknown	53367	-Reserved AS-
Unknown	53419	-Reserved AS-
Unknown	53552	-Reserved AS-
Unknown	53657	-Reserved AS-
Unknown	53715	-Reserved AS-
Unknown	53751	-Reserved AS-
Unknown	53771	-Reserved AS-
Unknown	53854	-Reserved AS-
Unknown	53929	-Reserved AS-
Unknown	53947	-Reserved AS-
Unknown	54148	-Reserved AS-
Unknown	54209	-Reserved AS-
Unknown	54231	-Reserved AS-
Unknown	54262	-Reserved AS-
Unknown	54278	-Reserved AS-
Unknown	54309	-Reserved AS-
Unknown	54517	-Reserved AS-
Unknown	54518	-Reserved AS-
Unknown	54590	-Reserved AS-
Unknown	54726	-Reserved AS-
Unknown	54752	-Reserved AS-
Unknown	54753	-Reserved AS-
Unknown	54776	-Reserved AS-
Unknown	54787	-Reserved AS-
Unknown	54971	-Reserved AS-
Unknown	62711	-Reserved AS-
Unknown	62828	-Reserved AS-
Unknown	63092	-Reserved AS-
Unknown	63190	-Reserved AS-
Unknown	63198	-Reserved AS-
Unknown	63305	-Reserved AS-
Unknown	63387	-Reserved AS-
Unknown	63477	-Reserved AS-
Unknown	64203	-Reserved AS-
Unknown	6485	-Reserved AS-
Unknown	6565	-Reserved AS-
Unknown	7363	-Reserved AS-
Unknown	940	-Reserved AS-
ZZ	11825	-Reserved AS-
ZZ	14889	-Reserved AS-
ZZ	23357	-Reserved AS-
ZZ	393866	-Reserved AS-
ZZ	39991	-Reserved AS-
ZZ	46673	-Reserved AS-
ZZ	54338	-Reserved AS-
BR	265133	. Radius
US	54901	0815
US	55231	09172010
US	14312	1-800CONTACTS
US	32709	1-JOINK
US	36064	1-SUMMER-STREET-BOSTON
US	21541	101NETLINK
US	30535	10XCOM
US	399589	1111-SYSTEMS
IL	13240	12 Yad-Harutzim Street
VE	26194	123.com.ve, C.A.
US	12129	123NET
US	397445	1314-DOUGLAS-01
US	13445	13445
US	13457	13457-WOLVERINE-POWER-SUPPLY
US	13599	13599
CA	14190	14190
US	14448	14448
US	14736	14736
US	11372	14WEST-AS
US	397051	1500-MED-ASSOC-DBQ
US	15347	15347
US	21789	168-244
US	13700	17ASN01
US	62929	186-ASN
US	54500	18779
US	396442	1901-ASN
US	19013	19013
US	19185	19185
US	13812	1999FISHERSYS
US	14411	1CHFINTL1
US	398331	1FBUSA-PROD
US	14315	1GSERVERS
US	395532	1P-WSS
BR	52965	1TELECOM SERVICOS DE TECNOLOGIA EM INTERNET LTDA
BR	263538	1TOC INFORMATICA LTDA
US	32045	1UWEB
US	11475	1WIRE-FIBER
BR	270656	2 M TELECOM EIRELI
US	27545	2-BYTE
FR	8362	20 rue Denis Papin
CA	20069	20069
US	20389	20389
US	63311	20C
US	21933	21933
US	13891	21ST-CENTURY-ONCOLOGY-INC
US	22527	22527
US	393820	22ND-DAA
US	32825	24-7-AS-DEV-001
US	30121	24-7-AS-IDC-001
US	30142	24-7-AS-IDC-002
US	12061	24HOURFITNESS
US	55081	24SHELLS
US	393792	2600HZ-AS
US	26584	26584
CA	36493	295CA-TOR-ASN
US	46587	2991400
US	29919	29919
BR	268948	2B BANDA LARGA
BR	266605	2B Tecnologias em Informatica LTDA
BR	268208	2CLOUD INFORMATICA LTDA EPP
US	12228	2CO
US	32734	2CONOC
BR	267410	2D TELECOM LTDA - ME
US	20088	2GEEKSANDAPIPE
CA	30295	2ICSYSTEMSINC
US	395856	2KGAM-395856
BR	270939	2MM2 SERVICOS DE TELECOMUNICACOES
CO	271792	2RED INTERNET REDES Y HOSTING LTDA
BR	269134	2RNET PROVEDOR DE INTERNET
BR	262628	2i Servicos de Telecomunicacoes do Brasil Ltda.
BR	270473	3.I. TELECOM LTDA - ME
US	397560	300-SAHARA
US	30607	302-DIRECT-MEDIA-ASN
CA	32176	32176
US	32309	32309
US	32669	32669
CA	33256	3268120-NSC
US	32840	32840
US	30532	3310-617INTERNET
US	36074	3330-TMMC
US	1441	360-COMMUNICATIONS
US	400182	360-CONDOMINIUMS
US	55273	360-MADDISON-BGP
US	36045	36045
VE	267809	360NET C.A.
US	19092	360NETWORKS-
US	55123	37589
US	53802	382-COM
US	17367	382-COM-NY
US	399398	399398
US	399414	399414
BR	267187	3C TELECOM LTDA
US	19592	3CI-BOS
US	396107	3CI-CRYSTAL-BEACH
BR	269192	3CS Servicos de informatica Ltda.
BR	270834	3D COIMBRA TELECOMUNICACOES EIRELI
BR	52706	3D TELECOMUNICACOES LTDA
US	13484	3DE
US	396422	3DS-AS01
BR	61924	3E TELECOM
US	19525	3E-COMPANY
US	36349	3ESSENTIALS
US	13799	3FORM-BGP
BR	266444	3L CLOUD INTERNET SERVICES LTDA - EPP
BR	263852	3M DE MAGE INFORMATICA LTDA-ME
BR	267339	3M Telecom
US	7792	3M-HDQ-AS
UA	56522	3NET
US	394175	3NG-NET1-MIA
US	393989	3NOM-WEST
BR	52542	3Net - Servicos & Internet Ltda.
BR	268149	3One Telecomunicacoes e Servicos - LTDA
US	19605	3RC
BR	269053	3WACCES ME
BR	263339	3WLINK INTERNET LTDA
BR	263265	3Ws Telecom
BR	265374	3X TELECOMUNICACOES LTDA
BR	271180	3XDATA TECNOLOGIA LTDA
US	26241	3ZNET-CVG001
US	16912	4-LESS-NETWORK
US	18951	400-CAPITAL-MANAGEMENT
US	396230	411-SAW
US	25779	432INTERNET
US	395434	46LABS-DAL1
US	397654	46LABS-IAD1
US	399143	4CEPA-FASTNET
BR	271215	4CJ INFORMATICA
US	393708	4EOS-COM
US	32123	4FAST-NET
US	15300	4IMPRINT
US	6377	4JNET
BR	268653	4K Telecom Internet Ltda - ME
US	11633	4LIFE-HOLDINGS-LLC
US	36019	4SIWI-NET
BR	270453	4TELECOM LTDA
CA	32536	4WEB-
BR	268707	4WNET ES TELECOMUNICACOES EIRELE ME
BR	262594	4iNET Communications
BR	264484	4u Network
BR	270799	5 TELECOM COMUNICACAO E MULTIMIDIA LTDA
US	397841	5150
US	53614	53614
US	54583	54583
BR	268232	55 TELECOM COMUNICACAO LTDA
CA	46926	555-WEST-HASTINGS-STREET
US	26254	568721-017489901135-1
US	16842	5DL-AS
BR	267389	5GNET INTERNET
BR	264876	5GTELECOM AZEVEDO INFORMATICA LTDA.
BR	270325	5I.COM TELECOM LTDA
US	46191	5LINX-ASN
US	394205	5THCOLUMN
US	63430	5X5
US	399601	601-LEXINGTON-BGP
US	399135	617A-AS-1
US	63059	63059-CISCO-SYSTEMS
BR	267276	67 TELECOM
BR	269478	67 TELECOMUNICACOES
US	11307	6750REI
PA	269922	68 MEDIA S.A.
US	397250	69-55-21X
US	36533	698ALEX
US	8038	6CONNECT
BR	263011	6P Telecom Ltda
US	400295	6R-NET
BR	268100	7 Lan Comercio e Servicos Ltda
BR	264591	7 Sul Telecom
US	32667	7-ELEVEN-NETWORK
US	15267	702COM
US	395365	72ANDSUNNY
BR	268633	73s Telecom
BR	268860	74JC INFORMATICA EIRELI - ME
BR	262760	76 TELECOMUNICACAO LTDA
BR	271376	7LINK TELECOM EIRELI
BR	270886	7NET BANDA LARGA
BR	262957	8-Bit Informatica e Provedor LTDA
US	54106	8-WIRE
US	398636	832-COMMUNICATIONS
US	395809	8451-PUBLIC
US	22897	84LUMB-CORP
US	397907	865
US	19691	888-
BR	268931	8G Telecom LTDA
US	32308	8X8-AS
US	395362	8X8-AS-1
US	62876	8X8-AS-CORP
US	393569	9-11-MEMORIAL
CA	55222	9219-1568QUEBEC-NET7777
US	394673	9408
US	399078	9STONE-LLC
BR	270668	@NET TELECOM LTDA
BR	52858	A & G Servicos em TI
BR	264273	A & G TELECOMUNICACOES LTDA EPP
BR	270773	A & R TELECOMUNICACOES LTDA
BR	267183	A A P D CARVALHO ALVES DE CASTRO INTERNET
BR	263389	A ALBANES GARCIA TECNOLOGIA LTDA ME
BR	262393	A ALVES GOMES INFORMATICA - ME
BR	267047	A B BISPO SERVICOS
BR	270370	A B DA SILVA MULTIMIDIA - ME
BR	268557	A B DA SILVA TELECOMUNICACOES
BR	269020	A B FARIAS SERVICOS DE COMUNICACAO
BR	271278	A B OLIVEIRA TELECOMUNICACAO E INFORMARTICA
BR	269122	A C DA S GOMES & CIA LTDA - EPP
BR	264211	A C Gomes-ME
BR	268447	A C M DA CRUZ TECNOLOGIA
BR	272284	A C N DE MOURA - ME
BR	262824	A C ROCHA INFORMATICA LTDA
ES	16203	A Coruna
BR	267343	A DO NASCIMENTO SANTOS INFORMATICA
BR	268336	A Froes da Mota telecomunicacoes
BR	270898	A G FELISMINO JUNIOR
BR	270880	A G P DA SILVA ME
BR	270664	A K C PROV DE ACESSO AS REDES DE TEL. E INF EIRELI
BR	270676	A M DE SOUZA ARAGAO
BR	267402	A P P AMARAL - DIGITAL NET
BR	270847	A R BARROS - ME
BR	52599	A Rede Telecom LTDA ME
BR	264955	A S Jacobi Informatica
BR	267104	A Solucao Internet Banda Larga ltda me
CO	264714	A TODA HORA S.A
BR	262560	A Telecom
BR	264460	A W LOURENCO GOMES PROVEDORES ME
BR	266294	A Z DE ARAUJO NETO ME
UA	41656	A-BANK-AS
JP	23774	A-DNS-JP Japan Registry Service Co., Ltd.
RU	211446	A-GROUP
US	20102	A-LA-MODE
CZ	31349	A-NET
RU	202136	A-SITI-AS
SI	197266	A-SOFT
SG	23767	A-STAR-AS-AP A-STAR
BR	264449	A. A. Informatica e Manutencao Ltda
BR	52910	A. Angeloni & Cia Ltda
BR	269721	A. CHAVES DOS SANTOS COMERCIO
BR	271542	A. F. DE ASSUNCAO PEREIRA & CIA LTDA
BR	268549	A. G. BRAGA E CIA LTDA
BR	266262	A. Klaffke & Cia LTDA - ME
BR	264368	A. L. A. INFORMATICA LTDA.
BR	265101	A. N. dos M. P. de Telecomunicacoes - MICROTEL
BR	28280	A. P. OLIVEIRA & CIA. INFORMATICA LTDA.
BR	269596	A. R. T. G. SERVICOS DE TELECOMUNICACOES ME
BR	267959	A. de Souza Freitas - Comercio
BR	269277	A.A.B.I. COMERCIO DE PRODUTOS PARA INFORMATICA E C
BR	268587	A.F Telecom
CL	27732	A.F.P. Habitat S.A.
BR	268490	A.I.P. INTERNET
BR	264516	A.M.A TELECOM
BR	271304	A.M.S DO NASCIMENTO CONECT.COM
BR	269533	A.P. BEATO - INFORMATICA - ME
BR	266204	A.S BRAZIL
BR	53079	A.S.Byte Informatica Ltda - ME
BG	12716	A1
BG	13124	A1
BG	24964	A1
BG	35141	A1
BG	42157	A1
BG	8672	A1
BG	8717	A1
NL	203966	A1-AS
BY	42772	A1-BY-AS
NL	211251	A1-DC
RU	49452	A1-SYSTEMS-AS
RU	206515	A1-SYSTEMS-AS2
AT	15824	A1-TA-AG
AT	12793	A1-TELEKOM-AT A1 Telekom Austria AG
US	394009	A10NETWORKS
BG	29580	A1BG A1 EAD
BD	140080	A1CYBERLINKBD-AS-AP A1 Cyberlink
BD	136445	A1DOTNET-AS-AP Md. Rafiqul islam
HR	15994	A1HR A1 Hrvatska d.o.o. Zagreb, Croatia
GB	51082	A1NX
RS	44143	A1SERBIA-AS
SI	21283	A1SI-AS A1 Slovenija
RO	39734	A1TELECOM-AS
AT	16305	A1TELEKOM-
AT	8447	A1TELEKOM-AT A1 Telekom Austria AG
BR	266240	A2 TELECOM EIRELI - ME
BR	269326	A2 TELECOM PROVEDOR DE INTERNET LTDA
BR	61850	A2 TELECOMUNICACOES LTDA
RU	47682	A2-AS
NL	213391	A2-CUSTOMER ASN assigned to customer
RU	50566	A2A-AS
NL	51088	A2B
BR	271634	A2B TELECOM LTDA
US	55293	A2HOSTING
US	3366	A2I-WEST
IN	138298	A2JDATA-AS-IN A2j Data Services Pvt. Ltd.
BR	269722	A2M Tecnologia em Internet
ZA	328163	A2X
AZ	211995	A2Z
ES	199380	A2Z-AS
GR	51537	A3-AS
SE	208043	A3IT-AS
IN	133236	A3LOGICS-AS-IN A3logics india Private Limited
RU	209206	A3NET-AS
BR	271069	A4 TELECOM PROVEDOR DE ACESSO
HU	62051	A42NET
US	22651	A44K04R32F
GB	44574	A4N Network Services
DK	207727	A5N
HR	43023	AA-ASN
TR	52033	AA-TELEKOM to AS6939 announce AS52033
PK	149419	AA2-AS-AP A.A Networks PVT Ltd
US	40502	AAA-ACS
US	19781	AAA-CLUB-ALLIANCE
US	46137	AAA-MWG-IO
US	46134	AAA-MWG-UT
US	54532	AAA-NE-PVD-01
US	20427	AAAE
US	396210	AAAHC-HQ
AU	136264	AAAPL-AS-AP AGA ASSISTANCE AUSTRALIA PTY LTD
US	22671	AAAS
US	18533	AAAWA-3605
AL	210748	AAB-EDU
IN	135205	AABASOFT-AS-IN Aabasoft Technologies India Private Limited
DK	208551	AABENRAAKOMMUNE
MY	140904	AABSSB-AS-AP ADECCO ASIA BUSINESS SOLUTIONS SDN BHD
US	53954	AAC-DAL-TP-9
JP	45678	AAC-JP-AS ABN AMRO Clearing Tokyo Co., Ltd.
US	393479	AACFCU-HQ
US	30067	AACG-AS
NG	328825	AACL-AS
AF	59355	AACL-AS-AP Arif Azim Co LTD. First Floor, Zarnigar Hotel
AU	137057	AACO-AS-AP A.A. Company Pty Ltd
IN	137606	AACPL-AS Aarav Computers Private Limited
US	26511	AACT-INTERNET
AT	16055	AADD-
IR	25264	AADP
RO	25278	AADR-AS
DE	207400	AAEX-AS
US	399345	AAFCU-PDC
US	395396	AAH-OAHU
US	10494	AAI
US	32092	AAI-BLI-AS
IN	133725	AAIIT-AS AIRPORTS AUTHORITY OF INDIA
US	397934	AAILLC-1
BR	267577	AAJM INFORMATICA E COMUNICACAO LTDA - ME
AU	134999	AAL-AS-AP Adelaide Airport Limited
US	14601	AAL-ASN
NO	203673	AALESUND-ASN Aalesund Kommune ASN
BR	267969	AAM BOLDRINI TELECOM
US	46319	AAM-ASN1
GB	208576	AAM-UK
US	393847	AAMC-AS1
AU	141353	AAMCPL-AS-AP ANGLO AMERICAN METALLURGICAL COAL PTY LTD
US	395483	AAMLIVE-INC
BD	58601	AAMRA-ATL-BD Aamra technologies limited
BD	24323	AAMRA-NETWORKS-AS-AP aamra networks limited
US	18682	AAMU-INTERNET
US	18929	AAMVA
US	395892	AANA-1
DO	207036	AANETWORKS Ariel Antigua Networks aaNetworks
US	396939	AANIIN
IN	137655	AANS-AS-IN Angel Air Network Solutions Pvt. Ltd.
US	12120	AAO-AIO
US	14964	AAPINT
AU	138034	AAPL-AS-AP ATEN Australia Pty Ltd
SG	134594	AAPL-AS-AP AVNET ASIA PTE LTD
AU	58907	AAPPL-AS-AP Acquire BPO Pty Ltd
AU	2764	AAPT AAPT Limited
IN	137658	AARADHY-AS-IN AARADHY LIAISON SERVICES PRIVATE LIMITED
US	395711	AARCORPRATION
NO	197212	AARDALSNETT-AS
CH	202714	AARENET-01
DE	16001	AAREON-AS Im Muenchfeld 1-5
CH	51529	AARERZ
CH	30934	AARGAUBANK-AS
DK	51073	AARHUS-KOEBMANDSSKOLE
RU	35764	AARI
US	394973	AARKI
AU	7575	AARNET-AS-AP Australian Academic and Research Network AARNet
US	10360	AARP
US	40363	AAS-OMAHA-NE
AO	328943	AAS1-AS
US	398066	AASHTONET
US	397665	AASKI-ASN1
HK	38226	AASTOCKS-HK-AP Online Stock Trading Company
US	394490	AATRIX
PS	199895	AAUJ-AS
NG	37077	AAUN-
IN	147197	AAVAIBSPL-AS-IN AAVAI BROADBAND COMMUNICATION PRIVATE LIMITED
RO	51911	AAYLEX-AS DN2B km9+270-km9+527
IN	133996	AAYUINFONET-AS AAYU INFONET PVT LTD
BR	271066	AB NET TELECOM
KZ	43873	AB-AS
PL	210866	AB-ENGINEERING
CZ	57077	AB-NET
GR	28969	AB-VASSILOPOULOS-AS
US	26065	ABA-1375
US	19833	ABAATLASN1
US	23412	ABAATLASN2
KH	137440	ABABANK-AS-AP Advanced Bank of Asia Limited
US	394976	ABAC
CA	10865	ABACOM-ASN
CH	42760	ABACUS
US	8149	ABACUS-GROUP2
ID	18056	ABADINET-AS-AP Pt Mithaharum Abadi
US	10944	ABAG-10944
ES	212420	ABAILA
CZ	39761	ABAK
SI	197441	ABAK
SI	201985	ABAK2
PL	41297	ABAKS-AS
DE	209044	ABAKUS
IT	12468	ABANET Internet Service Provider
TR	48895	ABANK
SI	15767	ABANKA-AS Abanka d.d.
ES	196713	ABANSYS_AND_HOSTYTEC-AS C. Charles Robert Darwin, 11
BW	37395	ABARI
MZ	37489	ABARICOMMOZ
BR	22431	ABASE - SERVICOS TELECOM DES E COM SOFT LTDA
BR	268001	ABASE Sistemas e Solucoes Ltda
AT	42572	ABATON-AS
IN	132535	ABAWSPL-AS-AP ANTARIKSH BROADBAND AND WIRELESS SOLUTION PRIVATE LIMITED
NO	50531	ABAX
RU	47282	ABAZATEL-AS
CH	20868	ABB IS Infrastructure & ServicesBS-ISI
US	62516	ABB-ASN
BD	136512	ABBANK-AS-AP AB Bank Limited
VN	55317	ABBANK-AS-VN 170 Hai Ba Trung, DaKao Ward, District 1, Hochiminh City
ES	20973	ABBAS-AS
US	11710	ABBATECH
US	64276	ABBAX-TECHNOLOGIES
RU	60753	ABBGROM-AS
BD	138357	ABBL-AS-AP Alliance Broadband Bd Ltd.
AU	138017	ABBNET-AS-AP Abbotsleigh School
US	21899	ABBOTT
US	46453	ABBOTT-AS46453
US	32528	ABBOTT-LABS-2
US	200058	ABBVIE
US	62763	ABBVIE
US	23318	ABBVIE-1
US	26534	ABBVIE-2
SG	133013	ABBVIEINC-AS-AP AbbVie, Inc.
RU	39429	ABBYY-AS
UA	60455	ABC
BR	262836	ABC Net Telecomunicacoes e Tecnologia Ltda
BR	264107	ABC TELECOM - COMUNICACAO EIRELI
FR	205263	ABC-ARBITRAGE
RU	43946	ABC-AS
RO	64471	ABC-ASIGURARI-AS
US	36863	ABC-BITS-WC
BJ	328133	ABC-Corporation-AS
US	22344	ABC-SUPPLY-CO
US	398953	ABC-WAREHOUSE
CA	62969	ABCCOMM
PL	21187	ABCDATA-POLAND-AS
US	54266	ABCFINANCIAL
HK	55750	ABCHK-HK ABC Computer Systems Ltd
CN	139182	ABCLIFE-NET ABC Life Insurance Co., Ltd
AU	9342	ABCNET-AS-AP Australian Broadcasting Commission
AL	21183	ABCOM-AS Tirana, Albania
BR	28265	ABCREDE PROVEDOR DE INTERNET EIRELI
US	16756	ABCV16756
US	19150	ABCWUA-ASN
TR	42967	ABDI_IBRAHIM_ILAC
US	22333	ABE
US	395003	ABE-COMMERCE
FR	203500	ABEILLE-AS
BR	266265	ABEL F DOS SANTOS - ME
NL	204196	ABELOHOST
NL	42106	ABELOHOST1
US	1355	ABELSONTAYLOR
DK	39026	ABENADATAASN
